Justiça#Tribunal#UF#Tipo de unidade#Classificação da unidade#Código#Unidade Judiciária#Município sede#Telefone#CEP#Endereço#Unidades Judiciárias#Estoque#Taxa de congestionamento líquida#Taxa de congestionamento total
Total###########1.124#1.519.657#58,9%#62,6%
Justiça Estadual#Total##########1.103#1.475.089#58,7%#62,2%
Justiça Estadual#TJCE#CE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#50876#GADES - HAROLDO CORREIA DE OLIVEIRA MAXIMO#FORTALEZA#(085) 3207-7000#60.822-325#AV GEN AFONSO ALBUQUERQUE LIMA, 3, CAMBEBA#1#1.811#71,2%#71,6%
Justiça Estadual#TJCE#CE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#50902#GADES - MARIO PARENTE TEOFILO NETO#FORTALEZA#(085) 3207-7000#60.822-325#AV GEN AFONSO ALBUQUERQUE LIMA, 3, CAMBEBA#1#803#42,3%#42,3%
Justiça Estadual#TJCE#CE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#79774#GADES - MARLÚCIA DE ARAÚJO BEZERRA#FORTALEZA#(085) 3207-7396#60.822-325#AV GEN AFONSO ALBUQUERQUE LIMA, 3, CAMBEBA#1#1.421#59,0%#59,1%
Justiça Estadual#TJCE#CE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#79775#GADES - SERGIO LUIZ ARRUDA PARENTE#FORTALEZA#(085) 3207-7000#60.822-325#AV GEN AFONSO ALBUQUERQUE LIMA, 3, CAMBEBA#1#1.902#71,4%#71,4%
Justiça Estadual#TJCE#CE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#79773#GADES - HENRIQUE JORGE HOLANDA SILVEIRA#FORTALEZA#(085) 3207-7396#60.822-325#AV GEN AFONSO ALBUQUERQUE LIMA, 3, CAMBEBA#1#1.167#56,2%#56,2%
Justiça Estadual#TJCE#CE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#81553#GADES - ANTONIO PADUA SILVA#FORTALEZA#(085) 3207-7000#60.822-325#AV GEN AFONSO ALBUQUERQUE LIMA, 3, CAMBEBA#1#2.106#81,9%#81,9%
Justiça Estadual#TJCE#CE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#76508#GADES - FRANCISCO CARNEIRO LIMA#FORTALEZA#(085) 3207-7000#60.822-325#AV GEN AFONSO ALBUQUERQUE LIMA, 3, CAMBEBA#1#0#0,0%#0,0%
Justiça Estadual#TJDFT#DF#-#-#74617#1VARA CRIMINAL E DOS DELITOS DE TRÂNSITO DE PLANALTINA#PLANALTINA#(000) 0000-0000#00.000-000#-#1#0#0,0%#-
Justiça Estadual#TJDFT#DF#-#-#74611#2VARA DE ENTORPECENTES E CONTRAVENÇÕES PENAIS DO DF#BRASÍLIA#(000) 0000-0000#00.000-000#-#1#0#0,0%#-
Justiça Estadual#TJDFT#DF#-#-#74627#2VARA CRIMINAL E DOS DELITOS DE TRÂNSITO DE SAMAMBAIA#SAMAMBAIA#(000) 0000-0000#00.000-000#-#1#0#0,0%#-
Justiça Estadual#TJDFT#DF#-#-#74626#1VARA CRIMINAL E DOS DELITOS DE TRÂNSITO DE SAMAMBAIA#SAMAMBAIA#(000) 0000-0000#00.000-000#-#1#0#0,0%#-
Justiça Estadual#TJDFT#DF#ÁREAS DE APOIO DIRETO À ATIVIDADE JUDICANTE#OAADJ - OUTRAS ÁREAS DE APOIO DIRETO À ATIVIDADE JUDICANTE.#18546#NÚCLEO DE AUDIÊNCIA DE CUSTÓDIA#BRASÍLIA#(000) 3103-6645#70.610-907#SETOR DE ÁREAS ISOLADAS - SPO, CONJUNTO A, LOTE 23, BLOCO D BLOCO D, TÉRREO, ALA A, SALA PRÉDIO DPE#1#0#0,0%#-
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#6599#JUIZADO ESPECIAL CRIMINAL DE CEILÂNDIA#CEILANDIA#(000) 3103-9427#72.215-110#QNM 11 - ÁREA ESPECIAL N. 01 - CEILÂNDIA CENTRO TÉRREO, SALA 161#1#951#16,0%#16,0%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#7064#JUIZADO ESPECIAL CRIMINAL DE TAGUATINGA#TAGUATINGA#(000) 3103-0566#72.115-901#ÁREA ESPECIAL N.  23 - SETOR C NORTE - AV. SAMDU  - TAGUATINGA NORTE TÉRREO, ALA SUL, SALA 54#1#2.239#52,3%#52,4%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#6675#3º JUIZADO ESPECIAL CRIMINAL DE BRASÍLIA#BRASÍLIA#(000) 3103-1760#70.610-906#SMAS - SETOR DE MÚLTIPLAS ATIVIDADES SUL - TRECHO 4 - LOTES 6/4 BLOCO 1, 1º ANDAR, SALA  128#1#1.431#36,5%#37,9%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#6660#2º JUIZADO ESPECIAL CRIMINAL DE BRASÍLIA#BRASÍLIA#(000) 3103-0718#70.610-906#SMAS - SETOR DE MÚLTIPLAS ATIVIDADES SUL - TRECHO 4 - LOTES 6/4 BLOCO 1, 1º ANDAR, SEM ALA, SALA 114#1#804#19,4%#21,2%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#6654#1º JUIZADO ESPECIAL CRIMINAL DE BRASÍLIA#BRASÍLIA#(000) 3103-0708#70.610-906#SMAS - SETOR DE MÚLTIPLAS ATIVIDADES SUL - TRECHO 4 - LOTES 6/4 BLOCO 1, 1º ANDAR#1#868#22,2%#23,5%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#6712#JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DO NÚCLEO BANDEIRANTE#NÚCLEO BANDEIRANTE#(000) 3103-2030#71.705-535#AVENIDA CONTORNO - AREA ESPECIAL N. 13 - LOTE 14 1º ANDAR#1#621#41,1%#43,1%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#6595#1º JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE CEILÂNDIA#CEILANDIA#(000) 3103-0392#72.215-110#QNM 11 - ÁREA ESPECIAL N. 01 - CEILÂNDIA CENTRO TÉRREO, SALA 143#1#927#32,0%#33,9%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#12144#JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE SÃO SEBASTIÃO#SÃO SEBASTIÃO#(000) 3103-2813#71.691-075#CENTRO DE MÚLTIPLAS ATIVIDADES - LOTE 4 1º ANDAR, SALA 119#1#948#41,7%#43,6%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#12139#2º JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE BRASÍLIA#BRASÍLIA#(000) 3103-1882#70.610-906#SMAS - SETOR DE MÚLTIPLAS ATIVIDADES SUL - TRECHO 4 - LOTES 6/4 BLOCO 2, 1º ANDAR#1#513#32,6%#36,4%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#6715#1º JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE BRASÍLIA#BRASÍLIA#(000) 3103-1877#70.610-906#SMAS - SETOR DE MÚLTIPLAS ATIVIDADES SUL - TRECHO 4 - LOTES 6/4 BLOCO 2, 1º ANDAR, SEM ALA, SALA 17#1#673#38,3%#39,4%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#7057#JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE TAGUATINGA#TAGUATINGA#(000) 3103-8131#72.115-901#ÁREA ESPECIAL N.  23 - SETOR C NORTE - AV. SAMDU  - TAGUATINGA NORTE TÉRREO, SALA 54#1#1.450#41,1%#51,1%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#16280#2º JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE CEILÂNDIA#CEILANDIA#(000) 3103-9466#72.215-110#QNM 11 - ÁREA ESPECIAL N. 01 - CEILÂNDIA CENTRO TÉRREO#1#625#25,0%#26,0%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#6998#JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE SAMAMBAIA#SAMAMBAIA#(000) 3103-2683#72.300-631#QUADRA 302 - CONJUNTO 1 - LOTE 1 2º ANDAR, ALA A, SALA 209#1#1.245#35,0%#37,5%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#16282#JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DO RIACHO FUNDO#RIACHO FUNDO#(000) 3103-4731#71.820-211#QS 02 - LOTE A 1º ANDAR, SALA 1.50#1#572#30,0%#32,0%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#52922#JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DO PARANOÁ#PARANOÁ#(000) 3103-6645#71.570-030#QUADRA 03 - LOTE 02 TÉRREO, SALA T.01#1#681#37,0%#37,9%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#42947#JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE PLANALTINA#PLANALTINA#(000) 3103-2444#73.310-900#ÁREA ESPECIAL N. 10, VIA WL-02 - SETOR ADMINISTRATIVO#1#1.280#38,4%#38,8%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#16283#JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE SOBRADINHO#SOBRADINHO#(000) 3103-3106#73.010-501#SETOR DE ADMINISTRAÇÃO CULTURAL - QUADRA CENTRAL - LOTE F 1º ANDAR, SALA 122#1#703#25,5%#25,9%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#16327#JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE SANTA MARIA#SANTA MARIA#(000) 3103-5796#72.511-100#AVENIDA DOS ALAGADOS - QUADRA 211 - LOTE 01 - CONJUNTA 1 TÉRREO, ALA A, SALA A-10#1#1.199#50,6%#54,7%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#17241#JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DO GAMA#GAMA#(000) 3103-1289#72.430-900#ÁREA ESPECIAL QUADRA 01 - SETOR NORTE 1º ANDAR, SALA 1.100#1#482#19,1%#26,4%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#13122#3º JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE BRASÍLIA#BRASÍLIA#(000) 3103-0722#70.610-906#SMAS - SETOR DE MÚLTIPLAS ATIVIDADES SUL - TRECHO 4 - LOTES 6/4 BLOCO 2, 1º ANDAR#1#605#40,0%#44,3%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#6573#TRIBUNAL DO JÚRI DE CEILÂNDIA#CEILANDIA#(000) 3103-9318#72.215-110#QNM 11 - ÁREA ESPECIAL N. 01 - CEILÂNDIA CENTRO TÉRREO, SALA 124#1#306#42,9%#50,2%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#7035#TRIBUNAL DO JÚRI DE TAGUATINGA#TAGUATINGA#(000) 3103-8097#72.115-901#ÁREA ESPECIAL N.  23 - SETOR C NORTE - AV. SAMDU  - TAGUATINGA NORTE TÉRREO, SALA 40#1#213#55,5%#56,2%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#6643#TRIBUNAL DO JÚRI DE BRASÍLIA#BRASÍLIA#(000) 3343-1769#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 2º ANDAR, ALA C, SALA 224#1#318#50,1%#65,0%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#6945#TRIBUNAL DO JÚRI DO PARANOÁ#PARANOÁ#(000) 3103-2275#71.570-030#QUADRA 03 - LOTE 02 TÉRREO, SALA T34#1#127#43,0%#52,7%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#6995#TRIBUNAL DO JÚRI DE SAMAMBAIA#SAMAMBAIA#(000) 3103-2601#72.300-631#QUADRA 302 - CONJUNTO 1 - LOTE 1 1º ANDAR, SALA 203/2#1#92#27,5%#28,1%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#6969#TRIBUNAL DO JÚRI DE PLANALTINA#PLANALTINA#(000) 3103-2436#73.310-900#ÁREA ESPECIAL N. 10, VIA WL-02 - SETOR ADMINISTRATIVO TÉRREO, SALA 75/76#1#326#73,6%#78,9%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#43067#VARA DE EXECUÇÕES DAS PENAS EM REGIME ABERTO#BRASÍLIA#(000) 3103-6645#70.340-903#SRTVS - QD. 701 - LOTE 8R - BLOCO N 1º ANDAR, SEM ALA#1#27.097#100,0%#100,0%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6617#1ª VARA CRIMINAL DE BRASÍLIA#BRASÍLIA#(000) 3103-7159#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 7º ANDAR, ALA C, SALA 728#1#349#27,7%#31,9%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6582#2ª VARA CRIMINAL DE CEILÂNDIA#CEILANDIA#(000) 3103-9397#72.215-110#QNM 11 - ÁREA ESPECIAL N. 01 - CEILÂNDIA CENTRO 1º ANDAR, SALA 102#1#975#56,9%#66,3%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6580#1ª VARA CRIMINAL DE CEILÂNDIA#CEILANDIA#(000) 3103-9324#72.215-110#QNM 11 - ÁREA ESPECIAL N. 01 - CEILÂNDIA CENTRO 1º ANDAR, SALA 103#1#526#35,3%#36,5%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6623#2ª VARA CRIMINAL DE BRASÍLIA#BRASÍLIA#(000) 3103-6674#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 7º ANDAR, ALA C, SALA 725#1#319#26,1%#32,4%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#7092#VARA CRIMINAL DE SOBRADINHO#SOBRADINHO#(000) 3103-3098#73.010-501#SETOR DE ADMINISTRAÇÃO CULTURAL - QUADRA CENTRAL - LOTE F TÉRREO, SALA B37#1#787#36,7%#42,4%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#7038#3ª VARA CRIMINAL DE TAGUATINGA#TAGUATINGA#(000) 3103-8034#72.115-901#ÁREA ESPECIAL N.  23 - SETOR C NORTE - AV. SAMDU  - TAGUATINGA NORTE 1º ANDAR, ALA SUL, SALA 162#1#1.021#47,4%#68,6%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#7040#1ª VARA CRIMINAL DE TAGUATINGA#TAGUATINGA#(000) 3103-0550#72.115-901#ÁREA ESPECIAL N.  23 - SETOR C NORTE - AV. SAMDU  - TAGUATINGA NORTE 1º ANDAR, SALA 149#1#434#27,2%#36,8%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#7042#2ª VARA CRIMINAL DE TAGUATINGA#TAGUATINGA#(000) 3103-0560#72.115-901#ÁREA ESPECIAL N.  23 - SETOR C NORTE - AV. SAMDU  - TAGUATINGA NORTE 1º ANDAR, SALA 140#1#627#35,0%#56,3%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#7010#1ª VARA CRIMINAL DE SAMAMBAIA#SAMAMBAIA#(000) 3103-2606#72.300-631#QUADRA 302 - CONJUNTO 1 - LOTE 1 1º ANDAR, SALA 220#1#493#30,3%#49,9%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#7027#2ª VARA CRIMINAL DE SAMAMBAIA#SAMAMBAIA#(000) 3103-2714#72.300-631#QUADRA 302 - CONJUNTO 1 - LOTE 1 3º ANDAR#1#1.411#75,2%#77,6%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#12923#VARA DE EXECUÇÕES DAS PENAS E MEDIDAS ALTERNATIVAS DO DF#BRASÍLIA#(000) 3103-1597#70.340-903#SRTVS - QD. 701 - LOTE 8R - BLOCO N 7º ANDAR#1#12.055#100,0%#100,0%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#13596#VARA DE MEIO AMBIENTE, DESENVOLVIMENTO URBANO E FUNDIÁRIO DO DF#BRASÍLIA#(000) 3103-4362#70.620-000#SAI -  NORTE - LOTE M TÉRREO, SEM ALA#1#1.134#61,2%#66,4%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#13744#2ª VARA CRIMINAL DE SANTA MARIA#SANTA MARIA#(000) 3103-5722#72.511-100#AVENIDA DOS ALAGADOS - QUADRA 211 - LOTE 01 - CONJUNTA 1 1º ANDAR, ALA B, SALA 108#1#541#46,3%#59,8%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6745#VARA DE EXECUÇÕES PENAIS DO DF#BRASÍLIA#(000) 3103-1545#70.340-903#SRTVS - QD. 701 - LOTE 8R - BLOCO N 2º ANDAR, SALA 205#1#28.834#99,7%#99,7%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6637#6ª VARA CRIMINAL DE BRASÍLIA#BRASÍLIA#(000) 3103-7553#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 6º ANDAR, ALA C, SALA 636#1#341#28,8%#34,4%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6634#5ª VARA CRIMINAL DE BRASÍLIA#BRASÍLIA#(000) 3103-7566#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 6º ANDAR, ALA C, SALA 625#1#387#30,2%#35,2%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6625#3ª VARA CRIMINAL DE BRASÍLIA#BRASÍLIA#(000) 3103-6745#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 7º ANDAR, ALA C, SALA 734#1#274#27,5%#31,0%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6641#7ª VARA CRIMINAL DE BRASÍLIA#BRASÍLIA#(000) 3103-7532#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 5º ANDAR, ALA C, SALA 524#1#390#36,3%#42,8%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6630#4ª VARA CRIMINAL DE BRASÍLIA#BRASÍLIA#(000) 3103-7408#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 6º ANDAR, ALA B, SALA 610#1#382#39,4%#42,8%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6644#8ª VARA CRIMINAL DE BRASÍLIA#BRASÍLIA#(000) 3103-7546#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 5º ANDAR, ALA C, SALA 523#1#281#27,4%#33,8%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6648#VARA DE DELITOS DE TRÂNSITO - BRASÍLIA#BRASÍLIA#(000) 3103-1864#70.610-906#SMAS - SETOR DE MÚLTIPLAS ATIVIDADES SUL - TRECHO 4 - LOTES 6/4 BLOCO 1, 1º ANDAR, SALA 115#1#0#0,0%#-
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6780#1ª VARA DE ENTORPECENTES DO DF#BRASÍLIA#(000) 3103-7557#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 5º ANDAR, ALA C, SALA 525#1#590#44,2%#45,7%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6782#2ª VARA DE ENTORPECENTES DO DF#BRASÍLIA#(000) 3103-7365#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 4º ANDAR, ALA C, SALA 423#1#750#42,2%#43,4%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6784#3ª VARA DE ENTORPECENTES DO DF#BRASÍLIA#(000) 3103-6585#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 4º ANDAR, ALA C, SALA 426#1#779#46,5%#50,1%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6786#4ª VARA DE ENTORPECENTES DO DF#BRASÍLIA#(000) 3103-6967#70.094-900#PRAÇA MUNICIPAL - LOTE 1 BLOCO B, 4º ANDAR, ALA C, SALA 436#1#476#43,6%#44,7%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6793#2ª VARA CRIMINAL DO GAMA#GAMA#(000) 3103-1233#72.430-900#ÁREA ESPECIAL QUADRA 01 - SETOR NORTE 2º ANDAR, ALA A, SALA 211#1#580#60,0%#69,3%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6792#1ª VARA CRIMINAL DO GAMA#GAMA#(000) 3103-0600#72.430-900#ÁREA ESPECIAL QUADRA 01 - SETOR NORTE 2º ANDAR, ALA A, SALA 210#1#349#36,8%#41,6%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#42873#4ª VARA CRIMINAL DE CEILANDIA#CEILANDIA#(000) 3103-9469#72.215-110#QNM 11 - ÁREA ESPECIAL N. 01 - CEILÂNDIA CENTRO N/D#1#632#49,2%#58,8%
Justiça Estadual#TJDFT#DF#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6585#3ª VARA CRIMINAL DE CEILÂNDIA#CEILANDIA#(000) 3103-9460#72.215-110#QNM 11 - ÁREA ESPECIAL N. 01 - CEILÂNDIA CENTRO TÉRREO#1#501#32,1%#37,1%
